employee_number|employee_grade|local_expat|assignment_status|employee_depute_branch|region|geography|group_customer|project_iou|project_type|department|employee_parent_iou|mapped_parent_ou_excluding_bps|mapped_sub_iou_parent_ou_excluding_bps|mapped_project_ou|mapped_sub_project_ou|tcs_exp|total_rel_exp|won_swon|delivery_unit|bg|emp_role|mlt_pool_category|status|completion_certification_id|completion_certification_name|completion_date
875115|C3B|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - Power Financial Corporation|IS-BFSI-Canada-Parent|TURNKEY|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|1+ yrs in TCS|14.18|WON|IS-BFSI-Canada-Parent|BFSI|Technical Architect|Generic|Completed|15288|Microsoft Azure Developer Associate Certification|12/10/2022
161011|C3B|Expat|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|19.7|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Product Consultant|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|17/04/2021
482198|C3B|Local|Active Assignment|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - METLIFE INC.|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.2-Group2|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.2-Group2|1+ yrs in TCS|16.01|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Business Relationship Manager|Leadership and Sales|Completed|13873|LDP : Ambassador Corps - Global SalesÂ  training program|10/03/2022
335246|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Legal & General|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.2-Group2|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.2-Group2|1+ yrs in TCS|12.81|WON|BFSI-Analytics & Insights-Parent|BFSI|Project Manager|Generic|Completed|14124|Microsoft Azure Fundamentals (AZ-900) Certification|23/07/2022
1685254|C5|Local|Active Assignment|TCS - London|United Kingdom|UK||CL-BFSI|OPEX|CC|CL-BFSI|CL-BFSI|IS-BFSI-1.0|CL-BFSI|IS-BFSI-1.0|1+ yrs in TCS|16.13|SWON|CL-BFSI|BFSI|Consulting Partner|Generic|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|03/08/2021
878650|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|1+ yrs in TCS|15.04|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Developer|Generic|FY22 Completion|1135|Oracle Certified Professional, Java SE 5 Programmer Certification|30/01/2009
1736514|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - State Street Corporation|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - New England|IS-BFSI-US East-Parent|BFSI US East - New England|1+ yrs in TCS|10.66|WON|IS-BFSI-US East-Parent|BFSI|System Administrator|Generic|Completed|14174|Microsoft Certified Azure Administrator Associate Certification|14/10/2022
1688988|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|11.38|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|FY22 Completion|10930|Pega Certified Senior System Architect (CSSA)|30/06/2021
476586|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|15|WON|IS-BFS7-Parent|BFSI|Senior Engineer|Generic|Completed|3854|Professional Scrum Master II Certification|22/09/2022
234474|C3B|Expat|Active Assignment|TNDL - Amsterdam|Netherlands|EUROPE|Group Client - BOVAG|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.3-Group3|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.3-Group3|1+ yrs in TCS|15|WON|IS-BFSI-Europe NW-Parent|BFSI|Business Relationship Manager|Leadership and Sales|FY22 Completion|13873|LDP : Ambassador Corps - Global SalesÂ  training program|31/10/2020
186412|C4|Expat|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - PayPal Holdings Inc|IS-BFSI-US West-Parent|JOB|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.1-Group1|IS-BFSI-US West-Parent|IS-BFSI-US West 1.1-Group1|1+ yrs in TCS|16.37|WON|IS-BFSI-US West-Parent|BFSI|Program Director|Generic|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|22/09/2022
135976|C4|Local|Active Assignment|TCS - Kochi|Kochi|INDIA|Group Client - State Farm|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.4-Group4|IS-BFSI-US West-Parent|IS-BFSI-US West 1.4-Group4|1+ yrs in TCS|19.27|WON|BFSI-Cyber Security-Parent|BFSI|Delivery Partner|Leadership and Sales|Completed|13873|LDP : Ambassador Corps - Global SalesÂ  training program|31/10/2020
1262170|C3A|Expat|Active Assignment|TCS - Manchester|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TURNKEY|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|12.29|WON|IS-BFSI-UK 1-Parent|BFSI|Designer|Generic|FY22 Completion|13036|Google Cloud Certified Associate Cloud Engineer Certification|24/04/2021
203342|C3B|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - U.S. Bancorp|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|15.81|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|Completed|#N/A|#N/A|#N/A
220225|C5|Local|Active Assignment|TCS - Minneapolis(Eden Prairie)|United States|NORTH AMERICA||IS-BFSI-US West-Parent|OPEX|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|17.32|SWON|IS-BFSI-US West-Parent|BFSI|Client Partner|Leadership and Sales|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|16/03/2022
479715|C3B|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|15.38|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|Completed|3854|Professional Scrum Master II Certification|22/09/2022
727228|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - KeyCorp|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-West|IS-BFSI-US East-Parent|BFSI US East - Mid-West|1+ yrs in TCS|12.94|WON|IS-BFSI-US East-Parent|BFSI|Technical Lead|Generic|Completed|18239|TCS - Segue : Transition Management in new Normal|11/08/2022
139913|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TURNKEY|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|18.82|WON|IS-BFS7-Parent|BFSI|Project Manager|Generic|Completed|3854|Professional Scrum Master II Certification|22/09/2022
462895|C3B|Local|Active Assignment|TCS - Kochi|Kochi|INDIA|Group Client - Legal & General|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.2-Group2|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.2-Group2|1+ yrs in TCS|16.4|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Architect|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|19/01/2019
206583|C3B|Expat|Active Assignment|TCS - Manchester|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TURNKEY|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|15.66|WON|IS-BFSI-UK 1-Parent|BFSI|Functional Consultant|Generic|FY22 Completion|13036|Google Cloud Certified Associate Cloud Engineer Certification|24/04/2021
190721|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Euroclear PLC|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.6-Group6|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.6-Group6|1+ yrs in TCS|16.23|WON|IS-BFSI-Europe NW-Parent|BFSI|Functional Consultant|Generic|Completed|1034|NSE-NCFM Financial Markets (Advanced) Module Certification|23/09/2022
388030|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Swiss Re Group|IS-BFSI-Europe Central-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|1+ yrs in TCS|11.97|WON|BFSI-CBO-Parent|BFSI|Lead|Generic|Completed|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|28/09/2022
1465773|C3A|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - Standard Life|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|BFSI-Cyber Security-Parent|BFSI-Cyber Security-Parent|BFSI-Cyber Security 1.0|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|12.88|WON|BFSI-Cyber Security-Parent|BFSI|Technical Architect|Generic|FY22 Completion|12820|Linux Essentials Certification|09/01/2020
192461|C4|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TURNKEY|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|18.29|WON|IS-BFSI-UK 1-Parent|BFSI|Program Manager|Generic|Completed|16232|Domain : The Influencer Program_E2_Curriculum|06/09/2022
153833|C3B|Local|Active Assignment|TCS - Bhubaneswar|Bhubaneswar|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|17.76|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Project Manager|Generic|Completed|3551|Project Management Professional (PMP) Certification|27/05/2022
353866|C3B|Expat|Active Assignment|TCS - Birmingham|United Kingdom|UK|Group Client - AXA|IS-BFSI-UK 2-Parent|TURNKEY|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|12.56|WON|IS-BFSI-UK 2-Parent|BFSI|Project Manager|Generic|FY22 Completion|12599|ALMI - Associate, Life Management Institute Certification|15/01/2016
205328|C4|Expat|Long Term Australia|TCS - Australia|Australia|APAC||IS-BFS7-Parent|OPEX|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|17.98|SWON|IS-BFS7-Parent|BFSI|Business Development Manager|Leadership and Sales|Completed|16490|CATALYST : Leading Transformation Programs|29/06/2021
248942|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA||IS-BFSI-UK 2-Parent|OPEX|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.0|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.0|1+ yrs in TCS|15.9|SWON|IS-BFSI-UK 2-Parent|BFSI|Manager|Generic|Completed|#N/A|#N/A|#N/A
202603|C3B|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - WESTERN UNION FINANCIAL SERVICES INC|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|1+ yrs in TCS|15.8|WON|IS-BFSI-US West-Parent|BFSI|Functional Consultant|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|09/03/2022
1225637|C3A|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|10.85|WON|IS-BFS7-Parent|BFSI|Technical Lead|Generic|Completed|13905|ITIL Foundation Certificate in IT Service Management (Version 4) Certification|22/01/2020
710626|C4|Expat|Active Assignment|TNDL - Amsterdam|Netherlands|EUROPE|Group Client - ABN Amro|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|1+ yrs in TCS|18.55|WON|IS-BFSI-Europe NW-Parent|BFSI|Solution Architect|Generic|Completed|15929|Microsoft Power BI Data Analyst Associate Certification|09/06/2021
249837|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Discovery Limited|IS-BFSI-UK 2-Parent|TURNKEY|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|18.09|WON|IS-BFSI-UK 2-Parent|BFSI|Project Manager|Generic|Completed|20718|TCS Scrum Master|23/06/2021
496047|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - London Stock Exchange Group plc|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.4-Group4|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.4-Group4|1+ yrs in TCS|11.31|WON|IS-BFSI-UK 1-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|14/09/2019
338572|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - METLIFE INC.|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|15.77|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Delivery Manager|Generic|Completed|#N/A|#N/A|#N/A
923265|C2|Local|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - Farm Credit Canada|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|1+ yrs in TCS|15.15|WON|IS-BFSI-Canada-Parent|BFSI|Analyst|Generic|Completed|13905|ITIL Foundation Certificate in IT Service Management (Version 4) Certification|14/08/2021
1263393|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Bank of Montreal|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|1+ yrs in TCS|12.07|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|Completed|#N/A|#N/A|#N/A
169633|C4|Expat|Long Term US|TCS - PhoenixAZ|United States|NORTH AMERICA|Group Client - American Express Company|IS-BFSI-US West-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|16.84|WON|BFSI-CBO-Parent|BFSI|Program Manager|Generic|Completed|16490|CATALYST : Leading Transformation Programs|21/08/2021
151652|C4|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Tryg A/S|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|1+ yrs in TCS|17.97|WON|IS-BFSI-Europe NW-Parent|BFSI|Engagement Manager|Generic|Completed|18239|TCS - Segue : Transition Management in new Normal|01/12/2021
133477|C5|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA||IS-BFSI-US East-Parent|OPEX|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|IS-BFSI-US East 1.0|IS-BFSI-US East-Parent|IS-BFSI-US East 1.0|1+ yrs in TCS|19.68|SWON|IS-BFSI-US East-Parent|BFSI|Head|Generic|Completed|16232|Domain : The Influencer Program_E2_Curriculum|30/08/2022
388184|C3A|Expat|Long Term US|TCS - NEW YORK 1 NY|United States|NORTH AMERICA|Group Client - Morgan Stanley|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|1+ yrs in TCS|16.13|WON|IS-BFSI-US East-Parent|BFSI|Analyst|Generic|Completed|14174|Microsoft Certified Azure Administrator Associate Certification|14/10/2022
484693|C3B|Expat|Long Term US|TCS - NEW YORK 1 NY|United States|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|15.89|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Engagement Manager|Leadership and Sales|FY22 Completion|1135|Oracle Certified Professional, Java SE 5 Programmer Certification|23/06/2011
484416|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - AEGON|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|14.06|WON|IS-BFSI-UK 2-Parent|BFSI|Business Analyst|Generic|FY22 Completion|4503|SAP Certified Application Professional - HCM Workforce Process Management with SAP ERP 6.0 EHP5|25/02/2011
1672573|C3A|Local|Active Assignment|TCS - Ahmedabad|Ahmedabad|INDIA|Group Client - CoreLogic Inc.|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.2-Group2|1+ yrs in TCS|14.17|WON|BFSI-Enterprise Application Services - Parent|BFSI|Business Analyst|Generic|Completed|2915|Salesforce.com Certified Service Cloud Consultant Certification|11/11/2020
185589|C5|Local|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA||IS-BFSI-Canada-Parent|OPEX|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|1+ yrs in TCS|16.39|SWON|IS-BFSI-Canada-Parent|BFSI|Business Relationship Manager|Leadership and Sales|Completed|13873|LDP : Ambassador Corps - Global SalesÂ  training program|01/12/2020
178243|C4|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|1+ yrs in TCS|17.8|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Business Relationship Manager|Leadership and Sales|Completed|12420|AWS Certified Cloud Practitioner Certification|16/07/2022
474796|C3A|Expat|Active Assignment|TSWN - Stockholm|Sweden|EUROPE|Group Client - Lansforsakringar AB|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|1+ yrs in TCS|11.6|WON|IS-BFSI-Europe NW-Parent|BFSI|Developer|Generic|Completed|1824|SAFe Agilist (SA) Certification|18/09/2022
920025|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Standard Life|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|14.29|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Lead|Generic|Completed|15288|Microsoft Azure Developer Associate Certification|08/09/2022
367618|C3B|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA||||CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|1+ yrs in TCS|15.83|Unallocated|BFSI-CBO-Parent|BFSI|Technical Architect|Generic|FY22 Completion|2064|Microsoft Certified Solutions Associate (MCSA): Windows Server 2012 Certification|20/08/2013
774527|C3A|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|20.01|WON|IS-BFSI-Europe Central-Parent|BFSI|Process Expert|Generic|Completed|#N/A|#N/A|#N/A
335407|C3A|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - American International Group Inc.|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|12.81|WON|IS-BFSI-US East-Parent|BFSI|Technical Lead|Generic|FY22 Completion|2545|IBM Certified Database Administrator - DB2 9.7 for Linux, Unix and Windows Certification|30/09/2013
377031|C3B|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|14.36|WON|BFSI-CBO-Parent|BFSI|Solution Architect|Generic|FY22 Completion|12454|Designing Blue Prism Process Solutions Certification|30/11/2017
895955|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Aviva|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|1+ yrs in TCS|14.29|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Architect|Generic|Completed|#N/A|#N/A|#N/A
999063|C3B|Expat|Long Term US|TCS - RockvilleMD|United States|NORTH AMERICA|Group Client - Federal Housing Finance Agency|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Region|IS-BFSI-US East-Parent|BFSI US East - Capital Region|1+ yrs in TCS|15.94|WON|IS-BFSI-US East-Parent|BFSI|Program Manager|Generic|Completed|8100|TOGAF 9 Foundation Certification|15/03/2018
1441785|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Bank of Montreal|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|1+ yrs in TCS|11.13|WON|IS-BFSI-Canada-Parent|BFSI|Technical Lead|Generic|Completed|4404|AWS Certified Developer â€“ Associate Level (ENGLISH)|17/09/2022
